Image_Name,Pose,Left Elbow Angle,Right Elbow Angle,Left Shoulder Angle,Right Shoulder Angle,Left Knee Angle,Right Knee Angle,Torso Alignment
00000220.jpg,downdog,177.22229088804838,191.7036340068893,54.58929381414978,298.802613412577,140.90025439361793,143.01817039989677,147.00462428221968
00000222.jpg,downdog,194.42788159162225,188.16929455248425,190.25551114833323,177.0859906360298,185.09649015063763,180.82681622511402,248.13614035175348
00000224.jpg,downdog,175.77110952861932,175.01792708793252,305.00269318553876,61.97236398794094,259.58833013974447,253.97332830721606,293.67385090273604
00000225.jpg,downdog,80.66520081632814,125.40905104836105,132.13157429092334,205.42068618276076,180.5313761873984,183.3818442954568,126.62584605224392
00000227.jpg,downdog,206.8464464862155,206.35296817358045,213.25031336583748,142.49948624890436,173.43792370536744,170.6347324416016,236.80541143489813
00000229.jpg,downdog,162.50410743398044,161.94787957087266,169.92241218758124,193.29338479230427,185.45650597100138,195.49589423803292,118.95312831029806
00000230.jpg,downdog,163.16172875658606,161.6526088198317,171.92250573151676,196.90541031479185,185.15948365387854,182.74142914386724,128.78912715630526
00000232.jpg,downdog,177.22229088804838,191.7036340068893,54.58929381414978,298.802613412577,140.90025439361793,143.01817039989677,147.00462428221968
00000233.jpg,downdog,80.66520081632814,125.40905104836105,132.13157429092334,205.42068618276076,180.5313761873984,183.3818442954568,126.62584605224392
00000235.jpg,downdog,175.77110952861932,175.01792708793252,305.00269318553876,61.97236398794094,259.58833013974447,253.97332830721606,293.67385090273604
00000237.jpg,downdog,194.42788159162225,188.16929455248425,190.25551114833323,177.0859906360298,185.09649015063763,180.82681622511402,248.13614035175348
00000238.jpg,downdog,206.8464464862155,206.35296817358045,213.25031336583748,142.49948624890436,173.43792370536744,170.6347324416016,236.80541143489813
00000240.jpg,downdog,162.50410743398044,161.94787957087266,169.92241218758124,193.29338479230427,185.45650597100138,195.49589423803292,118.95312831029806
00000241.jpg,downdog,195.2082950059526,188.38762730257716,196.42882272327722,169.5101407352662,178.6325396728875,174.5503626391781,240.3943078438066
00000242.png,downdog,161.02800558738892,164.04327916342748,173.6478854253044,191.5666485950073,179.97066318552532,177.46545117582139,114.07631540140795
00000243.jpg,downdog,203.3922667847736,195.86529147002778,246.01203303560658,123.72369768953115,164.83245598117063,165.3948778614724,209.62657618045282
00000244.jpg,downdog,168.0566273148421,166.81331855520662,150.94077650335558,207.4981116072743,197.2197882845913,194.2294795829915,141.11251259800355
00000245.png,downdog,156.1397948090252,154.54809695896603,157.47406367773056,207.7077253047679,238.83663916111024,249.60858795385732,159.16652457201062
00000246.jpg,downdog,113.99808694983093,120.36834363193321,160.1597618581996,203.62663418889855,187.28839501851886,185.84387005158777,131.3795784553445
00000247.jpg,downdog,195.262177619656,186.8545652594165,192.66916780126337,174.02566960636725,179.12731486467086,170.49143849590706,230.84140590126887
00000248.jpg,downdog,198.75089210220267,181.93344100708654,194.515574405274,177.37020431612078,174.57372811476918,166.41543882856823,233.05495507304138
00000250.jpg,downdog,224.90066821497223,209.94328652772816,197.64615499110437,169.02664359226645,179.47331015235633,174.47131785073265,231.20104046827657
00000251.jpg,downdog,181.30411690700348,164.462345312577,188.92000080230125,180.77858643510658,201.644019930257,191.81628206602824,93.79348992840052
00000254.jpg,downdog,189.77682679564586,206.7995046374051,188.10577780086783,167.31388597636348,175.19732530280012,171.63720928779654,241.49473370113603
00000255.jpg,downdog,142.29558465076863,140.97093736549974,81.76792874514456,279.9277892612331,266.23984742756033,269.33461843253366,210.9066173760598
00000258.jpg,downdog,164.72510396800163,168.76719428161346,168.33162655091368,186.93993446496725,185.58155814864867,199.47450746736232,118.75994254904398
00000264.jpg,downdog,194.3701704058562,174.00618178492067,179.33090620790034,200.1818047359591,182.6635227582391,174.76760736832435,244.03413801539983
00000268.jpg,downdog,193.79954365315243,189.62932191174073,201.59587017390533,163.63536318849424,134.50469558692268,132.63905137323067,200.0304902524378
00000272.jpg,downdog,194.3701704058562,174.00618178492067,179.33090620790034,200.1818047359591,182.6635227582391,174.76760736832435,244.03413801539983
00000278.jpg,downdog,194.5361115694897,178.5399722555963,185.53402314246796,183.60030066358874,181.22298712294858,170.97764482630063,228.4117285639036
00000280.jpg,downdog,133.38046197891336,127.38473662386164,175.56435720644728,188.2466831981408,184.72452142210648,184.36215324593348,118.91059692454982
00000283.jpg,downdog,193.3405730236122,196.65570085133842,197.19939777527478,163.61917854210003,176.03846638647119,181.7317437817776,230.16106042804685
00000284.jpg,downdog,167.5824549003345,162.0677390128209,152.92246106964387,210.43781098550784,184.85871937146146,188.3102545214643,139.75319488251642
00000285.jpg,downdog,157.86619370674808,165.86935858728154,166.13385389345723,192.62401580465936,184.4595875798761,187.1063048643073,128.73916094241912
00000287.png,downdog,162.301519989373,165.59639415454978,172.73192906156527,184.18501575222584,180.64464301310946,183.4780342483612,114.60346332617875
00000288.jpg,downdog,196.7870495505614,178.50818363614275,189.74981693195423,182.4039882329314,182.65853873864367,179.17268766695844,237.88314410680164
00000289.jpg,downdog,189.18641413687394,195.71180946081336,196.21173040163194,155.5828963203519,164.6118048569449,152.76439770753538,214.6485383135878
00000290.png,downdog,210.18071067034072,187.6503656917528,191.81938639457314,181.0925773347612,180.50553935090892,174.95964286466543,244.33346577784891
00000291.jpg,downdog,217.8285593788403,200.43788319537518,207.58035481167119,165.76711375264026,174.42837711238136,174.9233286547348,240.37974498668183
00000293.jpg,downdog,201.26209602503477,194.43059906601158,204.1160405799469,160.81964406152267,179.05973993432372,178.30698170037346,241.8413402639013
00000295.jpg,downdog,194.00444774707665,188.74830990413662,192.0143914859652,177.22164701545944,172.93078975317897,170.09177092921934,223.36726753820753
00000297.jpg,downdog,200.15652214389067,181.52350078650892,192.68242214424924,173.02168212604963,193.66970595075793,169.05139418681213,228.28323073952293
00000298.jpg,downdog,156.05350870954175,133.6393744524025,132.84963859324404,241.49908485113096,231.78630020915023,225.1594916086721,159.40967864837864
00000299.jpg,downdog,159.97967416539385,156.38309285788978,164.38733248367512,196.86623363398843,183.63868636167504,187.82815819520835,122.4892377848745
00000301.jpg,downdog,153.0503534337123,164.591630915706,185.75249869844743,174.51693566821154,182.9262152843288,183.58774704416305,126.0405932416761
00000303.jpg,downdog,163.8016992942822,161.347003360144,176.2786615027771,187.7981036541288,182.7136997910251,183.7094773291489,111.17052521924097
00000304.jpg,downdog,191.90494516727696,187.50083077148219,195.63153376359764,172.9824006653881,179.54847831643545,176.95026955637846,228.60409042733198
00000306.jpg,downdog,166.99691864236962,166.83007299354253,196.98537720340326,163.63196699108684,188.5713852593536,192.51223407003226,123.36138234523077
00000308.jpg,downdog,199.7246414990209,183.0560510850463,186.36716218273887,182.95568722748163,183.64958284038218,175.01767273131367,240.27716506460825
00000309.jpg,downdog,159.97967416539385,156.38309285788978,164.38733248367512,196.86623363398843,183.63868636167504,187.82815819520835,122.4892377848745
00000310.png,downdog,150.02508691030764,152.7761791631336,177.53935815539214,181.50985437236548,189.42982935595907,196.11736580525886,129.75836876912365
00000312.jpg,downdog,153.0503534337123,164.591630915706,185.75249869844743,174.51693566821154,182.9262152843288,183.58774704416305,126.0405932416761
00000314.jpg,downdog,163.8016992942822,161.347003360144,176.2786615027771,187.7981036541288,182.7136997910251,183.7094773291489,111.17052521924097
00000315.jpg,downdog,191.90494516727696,187.50083077148219,195.63153376359764,172.9824006653881,179.54847831643545,176.95026955637846,228.60409042733198
00000316.jpg,downdog,166.99691864236962,166.83007299354253,196.98537720340326,163.63196699108684,188.5713852593536,192.51223407003226,123.36138234523077
00000319.jpg,downdog,162.2431671961528,174.88720585731016,178.4354721503075,173.33032843085755,179.59885320930087,184.94716175216976,118.16077962407707
00000320.jpg,downdog,251.45488743698803,210.42001793931126,164.7736136617903,238.41906807453586,173.43699814215336,177.3657811544943,175.2800760178326
00000323.jpg,downdog,158.8581637302166,157.82750169057107,159.60193269854673,199.79722410119237,187.28437431333262,194.78158191042485,125.48713827056619
00000324.jpg,downdog,199.7246414990209,183.0560510850463,186.36716218273887,182.95568722748163,183.64958284038218,175.01767273131367,240.27716506460825
00000325.jpg,downdog,165.49840889216065,163.0724336185102,178.87305661002026,189.2387881192463,184.6386032022012,194.17087662659603,129.33513875791172
00000326.jpg,downdog,166.5716067550158,164.51316255002502,167.39653070314043,192.26384267126733,188.4307595812324,196.63983202703693,126.64373806226753
00000328.jpg,downdog,160.43957997611744,162.69260912066468,156.06991459530394,202.89294128263967,187.39977547173507,195.921649015964,122.86971692661632
00000329.jpg,downdog,203.18003574058443,185.91386083811074,205.04401631938327,166.03739601824861,177.74718859608905,171.33510944727178,237.09473762427362
00000330.jpg,downdog,11.365795086820079,183.25942728378115,356.1985339463419,207.63822232962687,162.28700310886393,165.9546546738351,231.6188934112025
00000332.jpg,downdog,241.03847276460615,219.75371309489108,204.48594510137508,163.10166160446335,170.358744019078,175.07093333145485,237.91472480937225
00000334.jpg,downdog,155.9892110743943,157.182497695003,175.24840725795698,190.32701499783602,180.888778805437,184.81025611656491,123.74653886346618
00000335.jpg,downdog,195.53740731397292,187.00328856920856,188.95631848982958,177.4735468285094,177.39589650904568,173.25446371321524,232.78639250756146
00000337.jpg,downdog,322.6537382831986,199.19275949704686,206.62141328983253,231.65203651817632,168.22213440996714,179.2870719076018,173.84785400239272
00000338.jpg,downdog,195.2121198213694,189.13073778462584,205.55893666428312,160.38428688288332,179.35913347957285,178.37421882091462,244.38396440434704
00000340.jpg,downdog,143.6305064282053,181.85237836729414,67.85563128652063,193.58177120489844,191.92943798508904,193.4207151631607,123.68832654387194
00000342.jpg,downdog,147.99085657099477,159.9627190993846,184.3208752383996,174.08843418082992,187.0255305325473,188.92917054621026,127.90267400197224
00000343.jpg,downdog,198.0279718246512,181.2096109945061,179.63619483598524,190.92407908232923,183.1625662840236,175.4525450584509,237.70108260739204
00000344.jpg,downdog,190.44099657350816,183.3205993557861,183.7399874150467,180.85497832151717,176.51155644998306,175.13602894157057,240.90926875092396
00000345.png,downdog,195.56358902228018,188.85240398625797,189.49788025160592,176.3463850690105,164.65467514594812,163.95446441709723,233.54788152495453
00000346.jpg,downdog,188.6326434561493,180.77220805000115,188.33835559907985,178.3810489985952,186.32364815609947,178.6672068060129,237.29963676201493
00000347.jpg,downdog,196.47402290707134,186.43368083837626,186.59252735363992,178.9108238051219,175.937755025612,163.320487397759,224.0143513607875
00000348.jpg,downdog,178.90603254571775,158.4695234247494,173.094102148092,196.43418887389254,231.71335690255395,154.98158648410183,16.714377508351156
00000349.png,downdog,197.0783543727022,189.37002996755263,193.26994918655205,170.37949121784422,181.51951774342456,181.4352818621142,240.31777155906994
00000351.png,downdog,197.0783543727022,189.37002996755263,193.26994918655205,170.37949121784422,181.51951774342456,181.4352818621142,240.31777155906994
00000352.png,downdog,144.52034134979388,120.75705394038803,170.8538314866065,226.71328460858336,195.29951565580149,186.02485740142643,133.78620752280582
00000354.jpg,downdog,94.33768369987882,164.99965244307938,161.51549732816454,202.95535115262356,166.4310867654751,168.79345662018807,240.9235555914172
00000355.jpg,downdog,223.33136357005836,216.28362972390843,211.92737204093456,127.47549028521075,119.73899857970412,85.83821369710532,194.08763715822383
00000356.jpg,downdog,195.7264324567922,189.18748736921506,211.05720618158603,152.7311765457594,173.0439911894454,169.68862022241854,220.87384444110634
00000357.jpg,downdog,161.40166497156437,169.1082901218142,187.94662792515865,169.9499810429226,187.27869753502765,193.88588347422115,126.66123232577912
00000358.jpg,downdog,195.92642029165526,177.0118726689201,183.51325190859117,187.3713348645986,183.56014209937402,178.70092077585707,244.61004897677049
00000362.jpg,downdog,156.7152771855867,151.9412604647121,104.31753728626975,188.63168550392052,195.1905020735089,198.68390378341113,122.846861586646
00000365.jpg,downdog,196.80541239746614,187.17380648155108,197.9255052498101,167.57224974997783,170.9126540750267,160.4478605388967,210.18363026724518
00000366.png,downdog,192.02090445907993,190.28832715347224,194.521372119914,166.25723621266437,176.15786803960646,176.45921804764978,239.53559122331893
00000369.png,downdog,195.22093661778112,172.71117751819656,177.30322583462103,194.16368965620745,188.21618565689977,173.67983940443796,249.4883232720621
00000372.jpg,downdog,189.98192441505304,189.4987522616378,182.80039877420188,181.67574888964018,170.11542997580338,164.77860252895903,232.77678947133097
00000375.jpg,downdog,195.1192975190515,186.78621105670842,180.69582689982335,184.4439566124005,183.71764103540795,178.75418264744096,242.2575046985177
00000376.jpg,downdog,166.50218497701272,154.98291549002252,160.35038363455843,203.37394757880492,186.24869676790735,187.05786052040955,129.0146573228359
00000377.jpg,downdog,197.16928639521768,188.63109087223197,186.3311103508599,177.39875643137646,181.83012178432654,177.143684063887,240.69132323963666
00000378.jpg,downdog,154.16954532003248,152.46406084259954,175.97277578422083,188.77612969898175,197.9700569563092,200.54547873151816,133.93945859779538
00000379.png,downdog,188.21468467824164,186.1031068785386,190.6483061117764,173.15544374565422,180.0622457586373,179.75796821157348,233.0382716820498
00000382.jpg,downdog,194.01323073800444,184.90990899539764,189.02054973093686,179.6208897426075,181.9706664850797,178.39845724897228,246.6735498534946
00000385.png,downdog,166.0592090840956,171.51765260481014,188.27165612915277,166.5198885796688,186.3445336621296,193.51286218172407,118.25032180782864
00000388.png,downdog,166.0592090840956,171.51765260481014,188.27165612915277,166.5198885796688,186.3445336621296,193.51286218172407,118.25032180782864
00000392.jpg,downdog,164.95578965726213,165.1341625340857,168.11014079628075,195.36280035523328,186.2031432287251,186.65946138960163,129.2536979576072
00000393.jpg,downdog,183.43676735300605,181.14442212286943,171.5036629648258,189.06158101232768,185.0666357626234,179.46841378258156,249.74679281509353
00000394.jpg,downdog,164.9615690548285,173.3379240396708,199.53041328893852,163.22277333282588,188.50895363388597,188.49649821138698,123.7055053295816
00000403.jpg,downdog,188.06624443172174,176.75677126194915,162.1398807893158,207.03419130321737,187.35925371486817,181.42694601719387,242.0483475604952
00000404.jpg,downdog,241.24965509098791,212.40947520049372,204.38223494815597,167.170627690016,172.46509115610033,175.59199821874978,238.6389593860098
00000406.jpg,downdog,208.29803892228009,193.11733329856742,193.63224526673994,170.99820696957855,173.78636260666718,171.12428812211047,236.82605020043547
00000408.jpg,downdog,190.63025385143507,184.69177740733898,196.6892700594941,166.2697011855778,174.80354573917367,175.66862745421574,231.2002870462418
00000409.jpg,downdog,166.66134869543376,164.93056599454448,169.01716735929492,190.97680226325448,186.24424829538813,190.85598550469734,122.97020298107542
00000412.jpg,downdog,199.09064777341536,180.8240695119849,170.52175219793466,197.26686201747498,176.25092026679238,172.5068893978784,239.22639052416847
00000414.jpg,downdog,154.8389008779472,164.02449749726372,157.91928819177858,194.71609204714585,192.80628737133927,201.98458999389766,136.1395135686699
00000415.jpg,downdog,187.3802118093615,227.53565505127082,167.88093012869086,133.06590352924223,179.69756074175697,119.41184756889083,202.5200011473727
00000416.jpg,downdog,187.62827670676782,175.7746419200794,175.68392001386638,196.1532826728978,174.71909831917785,174.78516112566294,245.68720465879866
00000417.jpg,downdog,165.4882972918333,165.59581499984304,181.58600232872692,180.220635509833,190.73851650229668,196.41878762605688,129.10766218889557
00000419.jpg,downdog,154.73016643288702,162.03978170378466,176.55902202186405,189.7215356594745,187.36417307431688,174.93974495025088,131.30144488957933
00000420.jpg,downdog,190.5322229281555,180.75194725619997,185.3628970221009,181.56908518970442,184.66950595742136,178.7539309476379,245.15402386521032
00000422.jpg,downdog,163.56687010854296,165.71477268344782,166.50774673217083,194.76005384935195,195.23876559698758,199.62948209861378,133.57915040297505
00000423.jpg,downdog,194.57477203592708,183.86046112375777,182.42808643493066,185.75706360528116,177.85757086590746,171.75453961652823,234.88452752090367
00000425.jpg,downdog,152.07180426141656,161.23791345931363,181.68090428432512,182.3538091200797,190.6517181057669,189.15256772811648,124.64028643654942
00000426.jpg,downdog,158.9455509933019,169.10099513241903,188.15613519853667,171.76389432979832,188.36999214388808,186.4082127142679,118.48923941352241
00000096.jpg,goddess,315.79922069605493,44.92137987726515,45.85453343150967,31.02398693780838,245.56708150455992,121.60808434105269,154.10136783528628
00000097.jpg,goddess,299.7528008221209,3.060172287979246,342.7678348978883,45.2103337361874,244.57251223363878,98.78378599485613,152.45102773526978
00000101.jpg,goddess,31.74070734479175,324.776540857132,42.59385216406101,47.96471414518517,271.38215153174076,83.25292232552434,135.98210321943054
00000102.jpg,goddess,120.4095415304138,252.6427614688917,99.3895998097567,97.24636441586534,257.82430542722113,119.56045859286758,171.0331488143145
00000103.png,goddess,274.82174942284917,13.079634554891697,341.92629390988446,41.62985229255942,220.6461227108592,120.44709350142075,162.81837771804686
00000104.jpeg,goddess,88.23320198938096,284.0341366624192,83.00194679349775,85.22648701169089,240.50816628543126,120.90650642336922,164.91652713867435
00000105.jpg,goddess,313.0075743311299,46.524580409404685,40.045235218813204,36.7925168159561,222.5480508244714,126.80153037172784,165.79663125735425
00000106.jpg,goddess,101.06165467574635,253.41631723519058,102.1197206974262,99.38995543005973,230.38364065844794,133.80487527128074,173.6532277693776
00000107.jpg,goddess,111.3417158045545,255.54118555712967,69.52196727908719,70.76576222584536,271.47625651145125,130.48819581005313,172.05065261196438
00000108.jpg,goddess,145.39581401682813,206.7247071838808,33.92375746894762,24.996646483289677,268.5393354084029,101.88775350928339,157.13301330809244
00000112.jpg,goddess,275.250482261572,89.23754721623723,280.2037780044894,277.1108198017888,121.37404806089847,232.1105806841689,188.47983879004266
00000114.jpg,goddess,172.40697641059958,195.03033472031632,96.32564777118296,88.8118103536758,249.06070418133916,130.0220664894452,166.14070493012454
00000115.jpg,goddess,185.8196176398403,197.39962507889393,106.30191878723272,90.73214601833007,267.91071179416446,125.12134227704226,168.9260863623195
00000119.jpg,goddess,113.53517674178144,270.5889848375475,105.27898789492914,97.13352503604506,239.4358487083003,163.95016464372424,184.47368976134558
00000121.jpg,goddess,244.3593431131751,111.89659255985134,269.2061918244488,253.78671900105238,109.49767271291775,261.50358225424907,201.51778331240152
00000123.png,goddess,160.31311677820378,189.3151872891208,168.76321799078775,182.1616377676953,248.16406524221648,164.36429543154026,180.80535360373577
00000124.jpg,goddess,322.1398221064539,44.65868924798334,39.30550167940711,39.12449060890982,224.71440603073972,131.7081437377894,169.21684318829415
00000125.jpg,goddess,111.3417158045545,255.54118555712967,69.52196727908719,70.76576222584536,271.47625651145125,130.48819581005313,172.05065261196438
00000126.JPG,goddess,91.10452474921755,261.3108822979906,102.1382917992439,100.29032348585719,214.8441286513189,140.8765308013678,172.9615843601982
00000128.jpg,goddess,66.37465173466273,289.872726590829,79.63267010049022,73.85378640609483,232.3673993269153,144.11736108197175,172.02332978342082
00000129.jpg,goddess,325.7951466837528,42.647505690536015,11.102352708077255,8.103598818518313,234.45256218525722,123.4192136817978,168.0807750315544
00000130.jpg,goddess,98.35578104283275,264.1177231518318,97.02927606797381,97.01798973590334,228.81767069805778,135.8350617222465,175.70255810221178
00000132.jpg,goddess,98.29935636894078,266.939239306396,99.1255235324499,100.26565418384837,226.0039774919776,138.66322132268243,168.2143479426068
00000134.jpg,goddess,71.14388191282802,283.6393605239174,95.29653618708443,82.76883494778745,241.95749249007073,119.36933269850626,154.26144586255984
00000135.jpeg,goddess,118.81953881551527,242.24355023545957,117.67569875775025,118.90018522543048,266.4578155137585,109.58516227696892,154.48463705216133
